date;calls;weekday;month_day;month_year;reservations_2months_advance;total_reservations;summer_break;christmas_break;special_day
2015-11-04;4666;3;11-04;2015-11;3215.0;27113.0;0.0;0.0;0.0
2015-11-05;3329;4;11-05;2015-11;3853.0;19867.0;0.0;0.0;1.0
2015-11-06;4833;5;11-06;2015-11;4534.0;27751.0;0.0;0.0;0.0
2015-11-07;3395;6;11-07;2015-11;3065.0;20670.0;0.0;0.0;0.0
2015-11-08;1651;7;11-08;2015-11;2541.0;9913.0;0.0;0.0;1.0
2015-11-09;5072;1;11-09;2015-11;4710.0;27760.0;0.0;0.0;0.0
2015-11-10;4972;2;11-10;2015-11;4276.0;31022.0;0.0;0.0;0.0
2015-11-11;5103;3;11-11;2015-11;4353.0;30546.0;0.0;0.0;0.0
2015-11-12;4876;4;11-12;2015-11;3647.0;27782.0;0.0;0.0;0.0
2015-11-13;5100;5;11-13;2015-11;4909.0;30319.0;0.0;0.0;0.0
2015-11-14;4327;6;11-14;2015-11;5675.0;25798.0;0.0;0.0;0.0
2015-11-15;2635;7;11-15;2015-11;1682.0;16217.0;0.0;0.0;0.0
2015-11-16;5604;1;11-16;2015-11;6575.0;30500.0;0.0;0.0;0.0
2015-11-17;5091;2;11-17;2015-11;3997.0;28800.0;0.0;0.0;0.0
2015-11-18;5071;3;11-18;2015-11;2803.0;28344.0;0.0;0.0;0.0
2015-11-19;5006;4;11-19;2015-11;5611.0;29025.0;0.0;0.0;0.0
2015-11-20;4932;5;11-20;2015-11;5928.0;28115.0;0.0;0.0;0.0
2015-11-21;3332;6;11-21;2015-11;3843.0;20390.0;0.0;0.0;0.0
2015-11-22;2340;7;11-22;2015-11;2109.0;12690.0;0.0;0.0;0.0
2015-11-23;5141;1;11-23;2015-11;5009.0;30451.0;0.0;0.0;0.0
2015-11-24;5071;2;11-24;2015-11;3818.0;29881.0;0.0;0.0;0.0
2015-11-25;4644;3;11-25;2015-11;2302.0;26690.0;0.0;0.0;0.0
2015-11-26;4770;4;11-26;2015-11;3802.0;28179.0;0.0;0.0;0.0
2015-11-27;4446;5;11-27;2015-11;6061.0;27454.0;0.0;0.0;0.0
2015-11-28;3073;6;11-28;2015-11;4478.0;17662.0;0.0;0.0;0.0
2015-11-29;2214;7;11-29;2015-11;2439.0;12705.0;0.0;0.0;0.0
2015-11-30;5019;1;11-30;2015-11;4098.0;27410.0;0.0;0.0;0.0
2015-12-01;4951;2;12-01;2015-12;2898.0;30518.0;0.0;0.0;0.0
2015-12-02;5276;3;12-02;2015-12;5590.0;31184.0;0.0;0.0;0.0
2015-12-03;5441;4;12-03;2015-12;6465.0;32384.0;0.0;0.0;0.0
2015-12-04;5759;5;12-04;2015-12;6471.0;35135.0;0.0;0.0;0.0
2015-12-05;4894;6;12-05;2015-12;7422.0;27108.0;0.0;0.0;0.0
2015-12-06;3213;7;12-06;2015-12;3089.0;20680.0;0.0;0.0;0.0
2015-12-07;4676;1;12-07;2015-12;4709.0;27958.0;0.0;0.0;0.0
2015-12-08;2968;2;12-08;2015-12;3719.0;17475.0;0.0;0.0;0.0
2015-12-09;4813;3;12-09;2015-12;3258.0;27824.0;0.0;0.0;0.0
2015-12-10;4678;4;12-10;2015-12;4292.0;27778.0;0.0;0.0;0.0
2015-12-11;4429;5;12-11;2015-12;5250.0;26938.0;0.0;0.0;0.0
2015-12-12;3118;6;12-12;2015-12;3725.0;19198.0;0.0;0.0;0.0
2015-12-13;2176;7;12-13;2015-12;3021.0;12266.0;0.0;0.0;0.0
2015-12-14;4524;1;12-14;2015-12;3264.0;25962.0;0.0;0.0;0.0
2015-12-15;4455;2;12-15;2015-12;4109.0;26564.0;0.0;0.0;0.0
2015-12-16;4276;3;12-16;2015-12;3774.0;25441.0;0.0;0.0;0.0
2015-12-17;4342;4;12-17;2015-12;3981.0;24591.0;0.0;0.0;0.0
2015-12-18;4349;5;12-18;2015-12;2340.0;26460.0;0.0;0.0;0.0
2015-12-19;3079;6;12-19;2015-12;3412.0;17744.0;0.0;0.0;0.0
2015-12-20;2587;7;12-20;2015-12;2658.0;14875.0;0.0;0.0;0.0
2015-12-21;5442;1;12-21;2015-12;5861.0;33275.0;0.0;1.0;0.0
2015-12-22;5260;2;12-22;2015-12;4954.0;30605.0;0.0;1.0;0.0
2015-12-23;4939;3;12-23;2015-12;4765.0;26909.0;0.0;1.0;0.0
2015-12-24;3940;4;12-24;2015-12;4648.0;21850.0;0.0;1.0;0.0
2015-12-25;1836;5;12-25;2015-12;4051.0;10898.0;0.0;1.0;1.0
2015-12-26;3066;6;12-26;2015-12;5578.0;17580.0;0.0;1.0;1.0
2015-12-27;4911;7;12-27;2015-12;5272.0;29961.0;0.0;1.0;0.0
2015-12-28;5377;1;12-28;2015-12;6157.0;32125.0;0.0;1.0;1.0
2015-12-29;7398;2;12-29;2015-12;6375.0;44259.0;0.0;1.0;0.0
2015-12-30;7520;3;12-30;2015-12;7183.0;43000.0;0.0;1.0;0.0
2015-12-31;5696;4;12-31;2015-12;7435.0;34585.0;0.0;1.0;0.0
2016-01-01;2706;5;01-01;2016-01;4820.0;15164.0;0.0;1.0;1.0
2016-01-02;5047;6;01-02;2016-01;6142.0;31815.0;0.0;1.0;0.0
2016-01-03;3107;7;01-03;2016-01;4656.0;17487.0;0.0;0.0;0.0
2016-01-04;5071;1;01-04;2016-01;3197.0;32316.0;0.0;0.0;0.0
2016-01-05;4466;2;01-05;2016-01;3860.0;26555.0;0.0;0.0;0.0
2016-01-06;2936;3;01-06;2016-01;2651.0;17769.0;0.0;0.0;0.0
2016-01-07;4746;4;01-07;2016-01;2653.0;27723.0;0.0;0.0;0.0
2016-01-08;4736;5;01-08;2016-01;3405.0;26662.0;0.0;0.0;0.0
2016-01-09;3168;6;01-09;2016-01;3192.0;17957.0;0.0;0.0;0.0
2016-01-10;2491;7;01-10;2016-01;1523.0;14134.0;0.0;0.0;0.0
2016-01-11;5266;1;01-11;2016-01;4171.0;29442.0;0.0;0.0;0.0
2016-01-12;4797;2;01-12;2016-01;4052.0;30007.0;0.0;0.0;0.0
2016-01-13;4809;3;01-13;2016-01;3434.0;27555.0;0.0;0.0;0.0
2016-01-14;4762;4;01-14;2016-01;2781.0;26356.0;0.0;0.0;0.0
2016-01-15;4820;5;01-15;2016-01;4249.0;28728.0;0.0;0.0;0.0
2016-01-16;3125;6;01-16;2016-01;2464.0;17132.0;0.0;0.0;0.0
2016-01-17;2387;7;01-17;2016-01;2531.0;14153.0;0.0;0.0;0.0
2016-01-18;4960;1;01-18;2016-01;4417.0;30667.0;0.0;0.0;0.0
2016-01-19;4700;2;01-19;2016-01;2765.0;26051.0;0.0;0.0;0.0
2016-01-20;4484;3;01-20;2016-01;3774.0;26081.0;0.0;0.0;0.0
2016-01-21;4590;4;01-21;2016-01;4687.0;25712.0;0.0;0.0;0.0
2016-01-22;4669;5;01-22;2016-01;4149.0;28479.0;0.0;0.0;0.0
2016-01-23;3200;6;01-23;2016-01;4404.0;17950.0;0.0;0.0;0.0
2016-01-24;2458;7;01-24;2016-01;2029.0;13408.0;0.0;0.0;0.0
2016-01-25;5217;1;01-25;2016-01;5353.0;29632.0;0.0;0.0;0.0
2016-01-26;4695;2;01-26;2016-01;4055.0;27211.0;0.0;0.0;0.0
2016-01-27;4669;3;01-27;2016-01;2126.0;28073.0;0.0;0.0;0.0
2016-01-28;4850;4;01-28;2016-01;3525.0;26757.0;0.0;0.0;0.0
2016-01-29;4897;5;01-29;2016-01;4979.0;27599.0;0.0;0.0;0.0
2016-01-30;3366;6;01-30;2016-01;4873.0;20464.0;0.0;0.0;0.0
2016-01-31;2617;7;01-31;2016-01;2920.0;14390.0;0.0;0.0;0.0
2016-02-01;5334;1;02-01;2016-02;6763.0;30661.0;0.0;0.0;0.0
2016-02-02;5010;2;02-02;2016-02;3208.0;27896.0;0.0;0.0;0.0
2016-02-03;5067;3;02-03;2016-02;4696.0;30213.0;0.0;0.0;0.0
2016-02-04;5127;4;02-04;2016-02;6678.0;30592.0;0.0;0.0;0.0
2016-02-05;5426;5;02-05;2016-02;4980.0;31052.0;0.0;0.0;0.0
2016-02-06;3872;6;02-06;2016-02;4514.0;21784.0;0.0;0.0;0.0
2016-02-07;2938;7;02-07;2016-02;3750.0;16588.0;0.0;0.0;0.0
2016-02-08;5828;1;02-08;2016-02;5797.0;33985.0;0.0;0.0;0.0
2016-02-09;5374;2;02-09;2016-02;5406.0;30436.0;0.0;0.0;0.0
2016-02-10;5516;3;02-10;2016-02;6610.0;34059.0;0.0;0.0;0.0
2016-02-11;5271;4;02-11;2016-02;4716.0;28890.0;0.0;0.0;0.0
2016-02-12;5584;5;02-12;2016-02;5116.0;34442.0;0.0;0.0;0.0
2016-02-13;4158;6;02-13;2016-02;5192.0;25573.0;0.0;0.0;0.0
2016-02-14;2983;7;02-14;2016-02;3268.0;16899.0;0.0;0.0;0.0
2016-02-15;5580;1;02-15;2016-02;5096.0;31712.0;0.0;0.0;0.0
2016-02-16;5598;2;02-16;2016-02;3107.0;31252.0;0.0;0.0;0.0
2016-02-17;5555;3;02-17;2016-02;4881.0;33472.0;0.0;0.0;0.0
2016-02-18;5504;4;02-18;2016-02;4485.0;31784.0;0.0;0.0;0.0
2016-02-19;5368;5;02-19;2016-02;3497.0;32471.0;0.0;0.0;0.0
2016-02-20;3726;6;02-20;2016-02;4730.0;20297.0;0.0;0.0;0.0
2016-02-21;2726;7;02-21;2016-02;1833.0;15553.0;0.0;0.0;0.0
2016-02-22;5927;1;02-22;2016-02;4625.0;34223.0;0.0;0.0;0.0
2016-02-23;5670;2;02-23;2016-02;3915.0;30845.0;0.0;0.0;0.0
2016-02-24;5337;3;02-24;2016-02;5491.0;31242.0;0.0;0.0;0.0
2016-02-25;5690;4;02-25;2016-02;4713.0;33309.0;0.0;0.0;0.0
2016-02-26;5799;5;02-26;2016-02;5204.0;34350.0;0.0;0.0;0.0
2016-02-27;3949;6;02-27;2016-02;5135.0;23656.0;0.0;0.0;0.0
2016-02-28;2973;7;02-28;2016-02;3422.0;18162.0;0.0;0.0;0.0
2016-02-29;6444;1;02-29;2016-02;6806.0;36418.0;0.0;0.0;0.0
